,index,ID,Para,Claim,Evidence,Label,Explanation
632,133,253,"Nam Phi là bộ phận phía nam của lục địa châu Phi, Khu vực này được phân định theo các cách hơi khác nhau về địa lý hoặc địa chính trị, và bao gồm một vài nước. 
Thông thường, khái niệm Nam Phi dùng để chỉ đến khu vực bao gồm các nước Angola, Botswana, Lesotho, Malawi, Mozambique, Namibia, Nam Phi, Eswatini, Zambia, và Zimbabwe, mặc dù Angola có thể được tính vào Trung Phi và Malawi, Mozambique, Zambia cùng với Zimbabwe vào Đông Phi. Từ góc nhìn chính trị, khu vực này được cho là đơn cực với nước Cộng hòa Nam Phi là thế lực lớn nhất vùng. 
Cộng hòa Dân chủ Congo và  Tanzania, tuy thường được coi là thuộc về Trung Phi và Đông Phi, nhưng đôi khi cũng được xem là thuộc về Nam Phi. Apropos, Cộng đồng Phát triển Nam Phi (SADC) được thành lập năm 1980 để tạo điều kiện cho sự hợp tác trong khu vực bao gồm tất cả các nước trên trừ Comoros (tổng cộng 15 thành viên). ",Việc phân định Nam Phi khá phức tạp và không đồng bộ ví dụ như cộng hòa Dân chủ Congo và Tanzania thường được coi là thuộc về Trung Phi và Đông phi nhưng đôi khi cũng được xem là thuộc về Nam Phi.,"Nam Phi là bộ phận phía nam của lục địa châu Phi, Khu vực này được phân định theo các cách hơi khác nhau về địa lý hoặc địa chính trị, và bao gồm một vài nước. Cộng hòa Dân chủ Congo và  Tanzania, tuy thường được coi là thuộc về Trung Phi và Đông Phi, nhưng đôi khi cũng được xem là thuộc về Nam Phi.",SUP,Việc phân định Nam Phi khá phức tạp và không đồng bộ nhằm ám chỉ khu vực Nam Phi được phân định theo các cách hơi khác nhau về địa lý hoặc địa chính trị.
633,134,254,"Nam Phi là bộ phận phía nam của lục địa châu Phi, Khu vực này được phân định theo các cách hơi khác nhau về địa lý hoặc địa chính trị, và bao gồm một vài nước. 
Thông thường, khái niệm Nam Phi dùng để chỉ đến khu vực bao gồm các nước Angola, Botswana, Lesotho, Malawi, Mozambique, Namibia, Nam Phi, Eswatini, Zambia, và Zimbabwe, mặc dù Angola có thể được tính vào Trung Phi và Malawi, Mozambique, Zambia cùng với Zimbabwe vào Đông Phi. Từ góc nhìn chính trị, khu vực này được cho là đơn cực với nước Cộng hòa Nam Phi là thế lực lớn nhất vùng. 
Cộng hòa Dân chủ Congo và  Tanzania, tuy thường được coi là thuộc về Trung Phi và Đông Phi, nhưng đôi khi cũng được xem là thuộc về Nam Phi. Apropos, Cộng đồng Phát triển Nam Phi (SADC) được thành lập năm 1980 để tạo điều kiện cho sự hợp tác trong khu vực bao gồm tất cả các nước trên trừ Comoros (tổng cộng 15 thành viên). ","Nam Phi được phân định theo nhiều cách khác nhau nhau nhưng thường được dùng để chỉ tới các nước Angola, Botswana, Lesotho, Malawi, Mozambique, Namibia, Nam Phi, Eswatini, Zambia, và Zimbabwe nhưng Eswatini đôi khi được tính vào Tây Phi.","Nam Phi là bộ phận phía nam của lục địa châu Phi, Khu vực này được phân định theo các cách hơi khác nhau về địa lý hoặc địa chính trị, và bao gồm một vài nước. Thông thường, khái niệm Nam Phi dùng để chỉ đến khu vực bao gồm các nước Angola, Botswana, Lesotho, Malawi, Mozambique, Namibia, Nam Phi, Eswatini, Zambia, và Zimbabwe, mặc dù Angola có thể được tính vào Trung Phi và Malawi, Mozambique, Zambia cùng với Zimbabwe vào Đông Phi.",NEI,Việc Eswatini đôi khi được tính vào Tây Phi không được đề cập.
634,135,255,"Nam Phi là bộ phận phía nam của lục địa châu Phi, Khu vực này được phân định theo các cách hơi khác nhau về địa lý hoặc địa chính trị, và bao gồm một vài nước. 
Thông thường, khái niệm Nam Phi dùng để chỉ đến khu vực bao gồm các nước Angola, Botswana, Lesotho, Malawi, Mozambique, Namibia, Nam Phi, Eswatini, Zambia, và Zimbabwe, mặc dù Angola có thể được tính vào Trung Phi và Malawi, Mozambique, Zambia cùng với Zimbabwe vào Đông Phi. Từ góc nhìn chính trị, khu vực này được cho là đơn cực với nước Cộng hòa Nam Phi là thế lực lớn nhất vùng. 
Cộng hòa Dân chủ Congo và  Tanzania, tuy thường được coi là thuộc về Trung Phi và Đông Phi, nhưng đôi khi cũng được xem là thuộc về Nam Phi. Apropos, Cộng đồng Phát triển Nam Phi (SADC) được thành lập năm 1980 để tạo điều kiện cho sự hợp tác trong khu vực bao gồm tất cả các nước trên trừ Comoros (tổng cộng 15 thành viên). ","Nam Phi được phân định một cách cố định về địa lý và địa chính trị, ví dụ cộng hòa Dân chủ Congo nằm trong Bắc Phi nhưng vẫn được xem là thuộc về Nam Phi.","Nam Phi là bộ phận phía nam của lục địa châu Phi, Khu vực này được phân định theo các cách hơi khác nhau về địa lý hoặc địa chính trị, và bao gồm một vài nước. Cộng hòa Dân chủ Congo và  Tanzania, tuy thường được coi là thuộc về Trung Phi và Đông Phi, nhưng đôi khi cũng được xem là thuộc về Nam Phi.",REF,"Việc Nam Phi được phân định các cách khác nhau không phải một cách cố định, và cộng hòa Dân chủ Congo thường được xem là thuộc về Trung Phi chứ không phải được nằm trong Bắc Phi."
635,136,259,"Nam Tư (Jugoslavija trong tiếng Serbia-Croatia (ký tự Latinh) và tiếng Slovenia; Југославија trong tiếng Serbia-Croatia (ký tự Kirin) và tiếng Macedonia) miêu tả ba thực thể chính trị tồn tại nối tiếp nhau trên Bán đảo Balkan ở Châu Âu, trong hầu hết thế kỷ 20. 
Quốc gia đầu tiên được biết với cái tên Nam Tư là Vương quốc Nam Tư, vốn trước ngày 3 tháng 10 năm 1929 từng được gọi là ""Vương quốc của người Serb, Croat và Slovene"". Quốc gia này được thành lập ngày 1 tháng 12 năm 1918 bởi liên minh Nhà nước của người Slovene, Croat và Serb và Vương quốc Serbia. Nước này bị phe Trục xâm chiếm năm 1941, và bởi các sự kiện diễn ra tiếp sau đó, đã chính thức bị xoá bỏ năm 1945. 
Quốc gia với tên này từng là ""Liên bang Dân chủ Nam Tư"", tuyên bố năm 1943 bởi những người cộng sản thuộc phong trào kháng chiến trong Chiến tranh thế giới thứ hai. Nó được đổi tên thành ""Cộng hòa Liên bang Nhân dân Nam Tư"" năm 1946, khi một chính phủ cộng sản được thành lập. Năm 1963, nó lại được đổi tên thành ""Cộng hòa Liên bang Xã hội chủ nghĩa Nam Tư"" (SFRY). Những nước cộng hòa xã hội chủ nghĩa hợp thành nhà nước này, từ bắc xuống nam, gồm: Cộng hòa Xã hội chủ nghĩa Slovenia, Cộng hòa Xã hội chủ nghĩa Croatia, Cộng hòa Xã hội chủ nghĩa Bosna và Hercegovina, Cộng hòa Xã hội chủ nghĩa Montenegro, Cộng hòa Xã hội chủ nghĩa Serbia (gồm cả các tỉnh tự trị Vojvodina và Kosovo, sau này được gọi đơn giản là Kosovo) và Cộng hòa Xã hội chủ nghĩa Macedonia. Bắt đầu từ năm 1991, Cộng hòa Liên bang Xã hội chủ nghĩa Nam Tư tan rã trong những cuộc chiến tranh Nam Tư kéo theo sự ly khai của hầu hết các thực thể cộng hòa. ","Quốc gia đầu tiên có cái tên Nam Tư chính là Vương quốc Nam Tư, quốc gia này được thành lập vào năm 1918 nhưng trước đó phải trải qua cuộc xâm lăng của thực dân Pháp trong vào 20 năm.","Quốc gia đầu tiên được biết với cái tên Nam Tư là Vương quốc Nam Tư, vốn trước ngày 3 tháng 10 năm 1929 từng được gọi là ""Vương quốc của người Serb, Croat và Slovene"". Quốc gia này được thành lập ngày 1 tháng 12 năm 1918 bởi liên minh Nhà nước của người Slovene, Croat và Serb và Vương quốc Serbia.",NEI,Việc Vương quốc Nam Tư trải qua cuộc xâm lăng của thực dân Pháp trong vào 20 năm trước khi được thành lập năm 1918 không được đề cập.
636,137,260,"Nam Tư (Jugoslavija trong tiếng Serbia-Croatia (ký tự Latinh) và tiếng Slovenia; Југославија trong tiếng Serbia-Croatia (ký tự Kirin) và tiếng Macedonia) miêu tả ba thực thể chính trị tồn tại nối tiếp nhau trên Bán đảo Balkan ở Châu Âu, trong hầu hết thế kỷ 20. 
Quốc gia đầu tiên được biết với cái tên Nam Tư là Vương quốc Nam Tư, vốn trước ngày 3 tháng 10 năm 1929 từng được gọi là ""Vương quốc của người Serb, Croat và Slovene"". Quốc gia này được thành lập ngày 1 tháng 12 năm 1918 bởi liên minh Nhà nước của người Slovene, Croat và Serb và Vương quốc Serbia. Nước này bị phe Trục xâm chiếm năm 1941, và bởi các sự kiện diễn ra tiếp sau đó, đã chính thức bị xoá bỏ năm 1945. 
Quốc gia với tên này từng là ""Liên bang Dân chủ Nam Tư"", tuyên bố năm 1943 bởi những người cộng sản thuộc phong trào kháng chiến trong Chiến tranh thế giới thứ hai. Nó được đổi tên thành ""Cộng hòa Liên bang Nhân dân Nam Tư"" năm 1946, khi một chính phủ cộng sản được thành lập. Năm 1963, nó lại được đổi tên thành ""Cộng hòa Liên bang Xã hội chủ nghĩa Nam Tư"" (SFRY). Những nước cộng hòa xã hội chủ nghĩa hợp thành nhà nước này, từ bắc xuống nam, gồm: Cộng hòa Xã hội chủ nghĩa Slovenia, Cộng hòa Xã hội chủ nghĩa Croatia, Cộng hòa Xã hội chủ nghĩa Bosna và Hercegovina, Cộng hòa Xã hội chủ nghĩa Montenegro, Cộng hòa Xã hội chủ nghĩa Serbia (gồm cả các tỉnh tự trị Vojvodina và Kosovo, sau này được gọi đơn giản là Kosovo) và Cộng hòa Xã hội chủ nghĩa Macedonia. Bắt đầu từ năm 1991, Cộng hòa Liên bang Xã hội chủ nghĩa Nam Tư tan rã trong những cuộc chiến tranh Nam Tư kéo theo sự ly khai của hầu hết các thực thể cộng hòa. ","Sau khi được đổi tên vào năm 1929, Vương quốc Nam Tư bị phe Trục xâm lược năm 1941 và cuối cùng đã bị xóa bỏ vào năm 1945.","Quốc gia đầu tiên được biết với cái tên Nam Tư là Vương quốc Nam Tư, vốn trước ngày 3 tháng 10 năm 1929 từng được gọi là ""Vương quốc của người Serb, Croat và Slovene"". Nước này bị phe Trục xâm chiếm năm 1941, và bởi các sự kiện diễn ra tiếp sau đó, đã chính thức bị xoá bỏ năm 1945.",SUP,"Vương quốc Nam Tư vốn trước ngày  3 tháng 10 năm 1929 từng được gọi là ""Vương quốc của người Serb, Croat và Slovene"" có thể suy ra sau năm 1929 Vương quốc Nam Tư đã được đổi tên."
637,138,268,"Nam Úc (tiếng Anh: South Australia, viết tắt SA) là một bang ở phần nam trung của Úc. Bang này có một số bộ phận khô hạn nhất của lục địa. Với tổng diện tích là 983.482 kilômét vuông (379.725 dặm vuông Anh), đây là bang lớn thứ tư tại Úc. 
Nam Úc có biên giới với tất cả các bang đại lục khác, và với Lãnh thổ Phương Bắc; phía tây là Tây Úc, phía bắc là Lãnh thổ Phương Bắc, phía đông bắc là Queensland, phía đông là New South Wales, phía đông nam là Victoria, và phía nam là vịnh Đại Úc và Ấn Độ Dương. Với trên 1,6 triệu dân, Nam Úc chiếm dưới 8% dân số toàn quốc và xếp thứ 5 trong số các bang và lãnh thổ. Đa số cư dân Nam Úc cư trú tại thủ phủ bang là Adelaide. Hầu hết các cư dân còn lại cư trú tại các khu vực phì nhiêu dọc duyên hải đông nam và sông Murray. Nam Úc có lịch sử độc nhất tại Úc khi là một khu vực định cư tự do và có kế hoạch của Anh, thay vì là một điểm định cư hình sự. 
Mặc dù lịch sử Nam Úc mang dấu ấn với khó khăn về kinh tế, song cách tân về chính trị và sôi nổi về văn hóa. Ngày nay, Nam Úc nổi tiếng với rượu vang và một số lễ hội văn hóa. Kinh tế Nam Úc tập trung vào nông nghiệp, chế tạo và khai mỏ, và có một khu vực tài chính ngày càng quan trọng. ",Nam Úc nằm ngay phía nam trung của Úc nên toàn bộ khu vực có khí hậu vô cùng mát mẻ và ẩm ướt.,"Nam Úc (tiếng Anh: South Australia, viết tắt SA) là một bang ở phần nam trung của Úc. Bang này có một số bộ phận khô hạn nhất của lục địa.",REF,Nam Úc có một số bộ phận khô hạn nhất lục không thể suy ra toàn bộ khu vực có khí hậu vô vùng mát mẻ và ẩm ướt được.
638,139,269,"Nam Úc (tiếng Anh: South Australia, viết tắt SA) là một bang ở phần nam trung của Úc. Bang này có một số bộ phận khô hạn nhất của lục địa. Với tổng diện tích là 983.482 kilômét vuông (379.725 dặm vuông Anh), đây là bang lớn thứ tư tại Úc. 
Nam Úc có biên giới với tất cả các bang đại lục khác, và với Lãnh thổ Phương Bắc; phía tây là Tây Úc, phía bắc là Lãnh thổ Phương Bắc, phía đông bắc là Queensland, phía đông là New South Wales, phía đông nam là Victoria, và phía nam là vịnh Đại Úc và Ấn Độ Dương. Với trên 1,6 triệu dân, Nam Úc chiếm dưới 8% dân số toàn quốc và xếp thứ 5 trong số các bang và lãnh thổ. Đa số cư dân Nam Úc cư trú tại thủ phủ bang là Adelaide. Hầu hết các cư dân còn lại cư trú tại các khu vực phì nhiêu dọc duyên hải đông nam và sông Murray. Nam Úc có lịch sử độc nhất tại Úc khi là một khu vực định cư tự do và có kế hoạch của Anh, thay vì là một điểm định cư hình sự. 
Mặc dù lịch sử Nam Úc mang dấu ấn với khó khăn về kinh tế, song cách tân về chính trị và sôi nổi về văn hóa. Ngày nay, Nam Úc nổi tiếng với rượu vang và một số lễ hội văn hóa. Kinh tế Nam Úc tập trung vào nông nghiệp, chế tạo và khai mỏ, và có một khu vực tài chính ngày càng quan trọng. ","Dù có lịch sử khó khăn về kinh tế thế nhưng nhờ vào chính sách ""Cải tổ"" về chính trị và văn hóa nên ngày nay Nam Úc rất nổi tiếng với rượu vang và lễ hội văn hóa khác.","Mặc dù lịch sử Nam Úc mang dấu ấn với khó khăn về kinh tế, song cách tân về chính trị và sôi nổi về văn hóa. Ngày nay, Nam Úc nổi tiếng với rượu vang và một số lễ hội văn hóa.",NEI,"Việc nhờ vào chính sách ""Cải tổ"" về chính trị và văn hóa của Nam Úc không được đề cập."
639,140,270,"Nam Úc (tiếng Anh: South Australia, viết tắt SA) là một bang ở phần nam trung của Úc. Bang này có một số bộ phận khô hạn nhất của lục địa. Với tổng diện tích là 983.482 kilômét vuông (379.725 dặm vuông Anh), đây là bang lớn thứ tư tại Úc. 
Nam Úc có biên giới với tất cả các bang đại lục khác, và với Lãnh thổ Phương Bắc; phía tây là Tây Úc, phía bắc là Lãnh thổ Phương Bắc, phía đông bắc là Queensland, phía đông là New South Wales, phía đông nam là Victoria, và phía nam là vịnh Đại Úc và Ấn Độ Dương. Với trên 1,6 triệu dân, Nam Úc chiếm dưới 8% dân số toàn quốc và xếp thứ 5 trong số các bang và lãnh thổ. Đa số cư dân Nam Úc cư trú tại thủ phủ bang là Adelaide. Hầu hết các cư dân còn lại cư trú tại các khu vực phì nhiêu dọc duyên hải đông nam và sông Murray. Nam Úc có lịch sử độc nhất tại Úc khi là một khu vực định cư tự do và có kế hoạch của Anh, thay vì là một điểm định cư hình sự. 
Mặc dù lịch sử Nam Úc mang dấu ấn với khó khăn về kinh tế, song cách tân về chính trị và sôi nổi về văn hóa. Ngày nay, Nam Úc nổi tiếng với rượu vang và một số lễ hội văn hóa. Kinh tế Nam Úc tập trung vào nông nghiệp, chế tạo và khai mỏ, và có một khu vực tài chính ngày càng quan trọng. ","Adelaide là nơi cư trú chủ yếu của cư dân Nam Úc, còn một nơi khác mà các cư dân tập trung là vùng dọc duyên hải đông nam và sông Murray.",Đa số cư dân Nam Úc cư trú tại thủ phủ bang là Adelaide. Hầu hết các cư dân còn lại cư trú tại các khu vực phì nhiêu dọc duyên hải đông nam và sông Murray.,SUP,Các cư dân còn lại không tập trung tại Nam Úc đã cư trú chủ yếu tại các khu vực phì nhiêu dọc duyên hải đông nam và sông Murray có thể suy ra vùng dọc duyên hải đông nam và sông Murray là nơi khác tập trung nhiều cư dân Nam Úc.
640,141,274,"Nam Đại Dương (Tiếng Anh: Southern Ocean, chữ Hán: 南大洋) còn gọi là Nam Băng Dương (南冰洋) là đại dương nhỏ nằm xa nhất về phía nam của đại dương thế giới, nhìn chung nó nằm ở phía nam vĩ tuyến 60°S và bao quanh châu Nam Cực. Với chiều rộng 20,3 triệu km2, tương đương với diện tích của Nga và Ấn Độ cộng lại. Bờ biển kéo dài gần 18.000 km. - Đây là đại dương lớn thứ tư trong số năm đại dương trên Trái Đất, lớn hơn Bắc Băng Dương và nhỏ hơn Thái Bình Dương, Đại Tây Dương, Ấn Độ Dương. Đới đại dương nơi đây có sự pha trộn của dòng chảy lạnh về phía bắc từ vùng Nam Cực và dòng chảy ấm hơn của vùng cận Nam Cực. Các nhà lập bản đồ của Hiệp hội Địa lý Quốc gia Hoa Kỳ chính thức công nhận đại dương này kể từ ngày 8/6/2021. 
Thuyền trưởng James Cook bằng chuyến hành trình của mình vào thập niên 1770 đã chứng minh vùng cực Nam của địa cầu có nước bao quanh. Kể từ đó, các nhà địa lý đã không chấp nhận ranh giới phía bắc của Nam Đại Dương hoặc thậm chí là sự tồn tại của đại dương này; thay vào đó họ nhận định nó là một phần của Thái Bình Dương, Đại Tây Dương và Ấn Độ Dương. Cách nhìn nhận này vẫn là chính sách chính thức hiện tại của Tổ chức Thủy văn Quốc tế (IHO) bởi đợt sửa đổi năm 2000 về những định nghĩa bao gồm Nam Đại Dương là vùng nước nằm phía nam vĩ tuyến 60°N vẫn chưa được thông qua. Một số ý kiến khác cho rằng đới hội tụ Nam Cực biến động theo mùa là ranh giới tự nhiên của Nam Đại Dương. 
Trước thời điểm Hội Thủy văn Quốc tế (IHB), tiền thân của IHO, nhóm họp hội nghị quốc tế đầu tiên vào ngày 24 tháng 7 năm 1919, ranh giới cũng như tên gọi của các biển và đại dương chưa đạt đồng thuận trên bình diện quốc tế. Sau đó IHO đã công bố những điều này trong tài liệu Giới hạn của biển và đại dương (Limits of Oceans and Seas) với ấn bản đầu tiên năm 1928. Kể từ ấn bản này, ranh giới phía Bắc của Nam Đại Dương đã dịch chuyển dần xuống phía Nam; tới năm 1953 thì nó đã không còn được công bố chính thức và các cơ quan thủy văn địa phương được quyền tự quyết giới hạn của riêng mình. Trong đợt sửa đổi năm 2000, IHO công nhận đại dương này và định nghĩa nó là vùng nước phía nam vĩ tuyến 60°N, tuy nhiên điều này lại không chính thức được thông qua bởi sự bế tắc trong những vấn đề khác như là những tranh cãi liên quan tới tên gọi biển Nhật Bản. Dù vậy định nghĩa của IHO năm 2000 đã lưu hành trong ấn bản dự thảo năm 2002 và được một số tổ chức trong và ngoài IHO sử dụng ví dụ như Cơ quan Tình báo Trung ương Mỹ, và Merriam-Webster, một công ty chuyên xuất bản từ điển. [ct 1] Giới chức Úc nhận định vị trí của Nam Đại Dương là nằm ngay phía Nam nước Úc. ",Nam Đại Dương là đại dương to lớn nhất của đại dương thế giới nằm bao quanh châu Nam Cực với diện tích bằng Nga và Trung Quốc cộng lại.,"Nam Đại Dương (Tiếng Anh: Southern Ocean, chữ Hán: 南大洋) còn gọi là Nam Băng Dương (南冰洋) là đại dương nhỏ nằm xa nhất về phía nam của đại dương thế giới, nhìn chung nó nằm ở phía nam vĩ tuyến 60°S và bao quanh châu Nam Cực. Với chiều rộng 20,3 triệu km2, tương đương với diện tích của Nga và Ấn Độ cộng lại.",REF,"Nam Đại Dương là đại dương nhỏ nằm xa nhất của đại dương thế giới chứ không phải là đại dương to lớn nhất của đại dương thế giới, Nam Đại Dương tương đương diện tích của Nga và Ấn Độ cộng lại chứ không phải bằng Nga và Trung Quốc cộng lại."
641,142,275,"Nam Đại Dương (Tiếng Anh: Southern Ocean, chữ Hán: 南大洋) còn gọi là Nam Băng Dương (南冰洋) là đại dương nhỏ nằm xa nhất về phía nam của đại dương thế giới, nhìn chung nó nằm ở phía nam vĩ tuyến 60°S và bao quanh châu Nam Cực. Với chiều rộng 20,3 triệu km2, tương đương với diện tích của Nga và Ấn Độ cộng lại. Bờ biển kéo dài gần 18.000 km. - Đây là đại dương lớn thứ tư trong số năm đại dương trên Trái Đất, lớn hơn Bắc Băng Dương và nhỏ hơn Thái Bình Dương, Đại Tây Dương, Ấn Độ Dương. Đới đại dương nơi đây có sự pha trộn của dòng chảy lạnh về phía bắc từ vùng Nam Cực và dòng chảy ấm hơn của vùng cận Nam Cực. Các nhà lập bản đồ của Hiệp hội Địa lý Quốc gia Hoa Kỳ chính thức công nhận đại dương này kể từ ngày 8/6/2021. 
Thuyền trưởng James Cook bằng chuyến hành trình của mình vào thập niên 1770 đã chứng minh vùng cực Nam của địa cầu có nước bao quanh. Kể từ đó, các nhà địa lý đã không chấp nhận ranh giới phía bắc của Nam Đại Dương hoặc thậm chí là sự tồn tại của đại dương này; thay vào đó họ nhận định nó là một phần của Thái Bình Dương, Đại Tây Dương và Ấn Độ Dương. Cách nhìn nhận này vẫn là chính sách chính thức hiện tại của Tổ chức Thủy văn Quốc tế (IHO) bởi đợt sửa đổi năm 2000 về những định nghĩa bao gồm Nam Đại Dương là vùng nước nằm phía nam vĩ tuyến 60°N vẫn chưa được thông qua. Một số ý kiến khác cho rằng đới hội tụ Nam Cực biến động theo mùa là ranh giới tự nhiên của Nam Đại Dương. 
Trước thời điểm Hội Thủy văn Quốc tế (IHB), tiền thân của IHO, nhóm họp hội nghị quốc tế đầu tiên vào ngày 24 tháng 7 năm 1919, ranh giới cũng như tên gọi của các biển và đại dương chưa đạt đồng thuận trên bình diện quốc tế. Sau đó IHO đã công bố những điều này trong tài liệu Giới hạn của biển và đại dương (Limits of Oceans and Seas) với ấn bản đầu tiên năm 1928. Kể từ ấn bản này, ranh giới phía Bắc của Nam Đại Dương đã dịch chuyển dần xuống phía Nam; tới năm 1953 thì nó đã không còn được công bố chính thức và các cơ quan thủy văn địa phương được quyền tự quyết giới hạn của riêng mình. Trong đợt sửa đổi năm 2000, IHO công nhận đại dương này và định nghĩa nó là vùng nước phía nam vĩ tuyến 60°N, tuy nhiên điều này lại không chính thức được thông qua bởi sự bế tắc trong những vấn đề khác như là những tranh cãi liên quan tới tên gọi biển Nhật Bản. Dù vậy định nghĩa của IHO năm 2000 đã lưu hành trong ấn bản dự thảo năm 2002 và được một số tổ chức trong và ngoài IHO sử dụng ví dụ như Cơ quan Tình báo Trung ương Mỹ, và Merriam-Webster, một công ty chuyên xuất bản từ điển. [ct 1] Giới chức Úc nhận định vị trí của Nam Đại Dương là nằm ngay phía Nam nước Úc. ",Sau chuyến đi của thuyền trưởng James Cook đã khiến các nhà địa lý bác bỏ sự tồn tại của Nam Đại Dương và cho rằng nó chỉ là được tách ra từ các đại dương khác.,"Thuyền trưởng James Cook bằng chuyến hành trình của mình vào thập niên 1770 đã chứng minh vùng cực Nam của địa cầu có nước bao quanh. Kể từ đó, các nhà địa lý đã không chấp nhận ranh giới phía bắc của Nam Đại Dương hoặc thậm chí là sự tồn tại của đại dương này; thay vào đó họ nhận định nó là một phần của Thái Bình Dương, Đại Tây Dương và Ấn Độ Dương.",SUP,"Việc các nhà địa lý đã không chấp nhận sự tồn tại của Nam Đại Dương có thể suy ra các nhà địa lý đã bác bỏ sự tồn tại của Nam Đại Dương và họ nhận định nó là một phần của Thái Bình Dương, Đại Tây Dương và Ấn Độ Dương có thể suy ra nó được tách ra từ các đại dương khác."
642,143,276,"Nam Đại Dương (Tiếng Anh: Southern Ocean, chữ Hán: 南大洋) còn gọi là Nam Băng Dương (南冰洋) là đại dương nhỏ nằm xa nhất về phía nam của đại dương thế giới, nhìn chung nó nằm ở phía nam vĩ tuyến 60°S và bao quanh châu Nam Cực. Với chiều rộng 20,3 triệu km2, tương đương với diện tích của Nga và Ấn Độ cộng lại. Bờ biển kéo dài gần 18.000 km. - Đây là đại dương lớn thứ tư trong số năm đại dương trên Trái Đất, lớn hơn Bắc Băng Dương và nhỏ hơn Thái Bình Dương, Đại Tây Dương, Ấn Độ Dương. Đới đại dương nơi đây có sự pha trộn của dòng chảy lạnh về phía bắc từ vùng Nam Cực và dòng chảy ấm hơn của vùng cận Nam Cực. Các nhà lập bản đồ của Hiệp hội Địa lý Quốc gia Hoa Kỳ chính thức công nhận đại dương này kể từ ngày 8/6/2021. 
Thuyền trưởng James Cook bằng chuyến hành trình của mình vào thập niên 1770 đã chứng minh vùng cực Nam của địa cầu có nước bao quanh. Kể từ đó, các nhà địa lý đã không chấp nhận ranh giới phía bắc của Nam Đại Dương hoặc thậm chí là sự tồn tại của đại dương này; thay vào đó họ nhận định nó là một phần của Thái Bình Dương, Đại Tây Dương và Ấn Độ Dương. Cách nhìn nhận này vẫn là chính sách chính thức hiện tại của Tổ chức Thủy văn Quốc tế (IHO) bởi đợt sửa đổi năm 2000 về những định nghĩa bao gồm Nam Đại Dương là vùng nước nằm phía nam vĩ tuyến 60°N vẫn chưa được thông qua. Một số ý kiến khác cho rằng đới hội tụ Nam Cực biến động theo mùa là ranh giới tự nhiên của Nam Đại Dương. 
Trước thời điểm Hội Thủy văn Quốc tế (IHB), tiền thân của IHO, nhóm họp hội nghị quốc tế đầu tiên vào ngày 24 tháng 7 năm 1919, ranh giới cũng như tên gọi của các biển và đại dương chưa đạt đồng thuận trên bình diện quốc tế. Sau đó IHO đã công bố những điều này trong tài liệu Giới hạn của biển và đại dương (Limits of Oceans and Seas) với ấn bản đầu tiên năm 1928. Kể từ ấn bản này, ranh giới phía Bắc của Nam Đại Dương đã dịch chuyển dần xuống phía Nam; tới năm 1953 thì nó đã không còn được công bố chính thức và các cơ quan thủy văn địa phương được quyền tự quyết giới hạn của riêng mình. Trong đợt sửa đổi năm 2000, IHO công nhận đại dương này và định nghĩa nó là vùng nước phía nam vĩ tuyến 60°N, tuy nhiên điều này lại không chính thức được thông qua bởi sự bế tắc trong những vấn đề khác như là những tranh cãi liên quan tới tên gọi biển Nhật Bản. Dù vậy định nghĩa của IHO năm 2000 đã lưu hành trong ấn bản dự thảo năm 2002 và được một số tổ chức trong và ngoài IHO sử dụng ví dụ như Cơ quan Tình báo Trung ương Mỹ, và Merriam-Webster, một công ty chuyên xuất bản từ điển. [ct 1] Giới chức Úc nhận định vị trí của Nam Đại Dương là nằm ngay phía Nam nước Úc. ","Sau khi thuyền trưởng James Cook chứng minh được vùng cực Nam của địa cầu có nước bao quanh, đã khiến cho toàn bộ người dân thế giới sốc và khiến các nhà địa lý không thể chấp nhận ranh giới phía bắc của Nam Đại Dương.","Thuyền trưởng James Cook bằng chuyến hành trình của mình vào thập niên 1770 đã chứng minh vùng cực Nam của địa cầu có nước bao quanh. Kể từ đó, các nhà địa lý đã không chấp nhận ranh giới phía bắc của Nam Đại Dương hoặc thậm chí là sự tồn tại của đại dương này; thay vào đó họ nhận định nó là một phần của Thái Bình Dương, Đại Tây Dương và Ấn Độ Dương.",NEI,Việc James Cook chứng minh được vùng cực Nam của địa cầu có nước bao quanh khiến cho toàn bộ người dân thế giới sốc không được đề cập.
